"YearStart","YearEnd","LocationAbbr","LocationDesc","DataSource","Topic","Question","Response","DataValueUnit","DataValueType","DataValue","DataValueAlt","DataValueFootnoteSymbol","DatavalueFootnote","LowConfidenceLimit","HighConfidenceLimit","StratificationCategory1","Stratification1","StratificationCategory2","Stratification2","StratificationCategory3","Stratification3","GeoLocation","ResponseID","LocationID","TopicID","QuestionID","DataValueTypeID","StratificationCategoryID1","StratificationID1","StratificationCategoryID2","StratificationID2","StratificationCategoryID3","StratificationID3"
2012,2016,"AL","Alabama","Statewide central cancer registries","Cancer","Cancer of the lung and bronchus, incidence",NULL,"per 100,000","Average Annual Age-adjusted Rate","66.6","66.6",NULL,NULL,"65.7","67.6","Overall","Overall",NULL,NULL,NULL,NULL,"POINT (-86.63186076199969 32.84057112200048)",NULL,"01","CAN","CAN8_1","AVGANNAGEADJRATE","OVERALL","OVR",NULL,NULL,NULL,NULL
2009,2013,"AL","Alabama","Death Certificate","Cancer","Cancer of the lung and bronchus, mortality",NULL,"per 100,000","Average Annual Age-adjusted Rate","59.3","59.3",NULL,NULL,"58.3","60.4","Race/Ethnicity","White, non-Hispanic",NULL,NULL,NULL,NULL,"POINT (-86.63186076199969 32.84057112200048)",NULL,"01","CAN","CAN8_2","AVGANNAGEADJRATE","RACE","WHT",NULL,NULL,NULL,NULL
2014,2018,"AL","Alabama","Death Certificate","Cancer","Cancer of the lung and bronchus, mortality",NULL,"per 100,000","Average Annual Age-adjusted Rate","35.7","35.7",NULL,NULL,"34.8","36.6","Gender","Female",NULL,NULL,NULL,NULL,"POINT (-86.63186076199969 32.84057112200048)",NULL,"01","CAN","CAN8_2","AVGANNAGEADJRATE","GENDER","GENF",NULL,NULL,NULL,NULL
2010,2014,"AL","Alabama","Death Certificate","Cancer","Cancer of the lung and bronchus, mortality",NULL,"per 100,000","Average Annual Age-adjusted Rate","51.6","51.6",NULL,NULL,"49.7","53.5","Race/Ethnicity","Black, non-Hispanic",NULL,NULL,NULL,NULL,"POINT (-86.63186076199969 32.84057112200048)",NULL,"01","CAN","CAN8_2","AVGANNAGEADJRATE","RACE","BLK",NULL,NULL,NULL,NULL
2015,2019,"AL","Alabama","Death Certificate","Cancer","Cancer of the lung and bronchus, mortality",NULL,"per 100,000","Average Annual Age-adjusted Rate","46.4","46.4",NULL,NULL,"45.6","47.1","Overall","Overall",NULL,NULL,NULL,NULL,"POINT (-86.63186076199969 32.84057112200048)",NULL,"01","CAN","CAN8_2","AVGANNAGEADJRATE","OVERALL","OVR",NULL,NULL,NULL,NULL
2015,2019,"AL","Alabama","Death Certificate","Cancer","Cancer of the lung and bronchus, mortality",NULL,"per 100,000","Average Annual Age-adjusted Rate","16.2","16.2",NULL,NULL,"11.6","21.9","Race/Ethnicity","Asian or Pacific Islander",NULL,NULL,NULL,NULL,"POINT (-86.63186076199969 32.84057112200048)",NULL,"01","CAN","CAN8_2","AVGANNAGEADJRATE","RACE","APIO",NULL,NULL,NULL,NULL
2013,2017,"AL","Alabama","Statewide central cancer registries","Cancer","Cancer of the lung and bronchus, incidence",NULL,"per 100,000","Average Annual Age-adjusted Rate","0.3","0.3",NULL,NULL,"0.2","0.4","Race/Ethnicity","Asian or Pacific Islander",NULL,NULL,NULL,NULL,"POINT (-86.63186076199969 32.84057112200048)",NULL,"01","CAN","CAN8_1","AVGANNAGEADJRATE","RACE","APIO",NULL,NULL,NULL,NULL
2015,2019,"AL","Alabama","Death Certificate","Cancer","Cancer of the lung and bronchus, mortality",NULL,"per 100,000","Average Annual Age-adjusted Rate","33.9","33.9",NULL,NULL,"33","34.8","Gender","Female",NULL,NULL,NULL,NULL,"POINT (-86.63186076199969 32.84057112200048)",NULL,"01","CAN","CAN8_2","AVGANNAGEADJRATE","GENDER","GENF",NULL,NULL,NULL,NULL
2010,2014,"AL","Alabama","Death Certificate","Cancer","Cancer of the lung and bronchus, mortality",NULL,"per 100,000","Average Annual Age-adjusted Rate","16.1","16.1",NULL,NULL,"11.5","21.7","Race/Ethnicity","Hispanic",NULL,NULL,NULL,NULL,"POINT (-86.63186076199969 32.84057112200048)",NULL,"01","CAN","CAN8_2","AVGANNAGEADJRATE","RACE","HIS",NULL,NULL,NULL,NULL
2008,2012,"AL","Alabama","Statewide central cancer registries","Cancer","Cancer of the lung and bronchus, incidence",NULL,"per 100,000","Average Annual Age-adjusted Rate","60.7","60.7",NULL,NULL,"59.8","61.7","Race/Ethnicity","White, non-Hispanic",NULL,NULL,NULL,NULL,"POINT (-86.63186076199969 32.84057112200048)",NULL,"01","CAN","CAN8_1","AVGANNAGEADJRATE","RACE","WHT",NULL,NULL,NULL,NULL
2012,2016,"AL","Alabama","Death Certificate","Cancer","Cancer of the lung and bronchus, mortality",NULL,"per 100,000","Average Annual Age-adjusted Rate","12.6","12.6",NULL,NULL,"8.8","17.2","Race/Ethnicity","Hispanic",NULL,NULL,NULL,NULL,"POINT (-86.63186076199969 32.84057112200048)",NULL,"01","CAN","CAN8_2","AVGANNAGEADJRATE","RACE","HIS",NULL,NULL,NULL,NULL
2013,2017,"AL","Alabama","Death Certificate","Cancer","Cancer of the lung and bronchus, mortality",NULL,"per 100,000","Average Annual Age-adjusted Rate","36.8","36.8",NULL,NULL,"35.8","37.7","Gender","Female",NULL,NULL,NULL,NULL,"POINT (-86.63186076199969 32.84057112200048)",NULL,"01","CAN","CAN8_2","AVGANNAGEADJRATE","GENDER","GENF",NULL,NULL,NULL,NULL
2011,2015,"AL","Alabama","Statewide central cancer registries","Cancer","Cancer of the lung and bronchus, incidence",NULL,"per 100,000","Average Annual Age-adjusted Rate","0.1","0.1",NULL,NULL,"0.1","0.1","Race/Ethnicity","American Indian or Alaska Native",NULL,NULL,NULL,NULL,"POINT (-86.63186076199969 32.84057112200048)",NULL,"01","CAN","CAN8_1","AVGANNAGEADJRATE","RACE","AIAO",NULL,NULL,NULL,NULL
2014,2018,"AL","Alabama","Statewide central cancer registries","Cancer","Cancer of the lung and bronchus, incidence",NULL,"per 100,000","Average Annual Age-adjusted Rate","52.0","52",NULL,NULL,"51.2","52.8","Race/Ethnicity","White, non-Hispanic",NULL,NULL,NULL,NULL,"POINT (-86.63186076199969 32.84057112200048)",NULL,"01","CAN","CAN8_1","AVGANNAGEADJRATE","RACE","WHT",NULL,NULL,NULL,NULL
2012,2016,"AL","Alabama","Death Certificate","Cancer","Cancer of the lung and bronchus, mortality",NULL,"per 100,000","Average Annual Age-adjusted Rate","47.6","47.6",NULL,NULL,"45.8","49.4","Race/Ethnicity","Black, non-Hispanic",NULL,NULL,NULL,NULL,"POINT (-86.63186076199969 32.84057112200048)",NULL,"01","CAN","CAN8_2","AVGANNAGEADJRATE","RACE","BLK",NULL,NULL,NULL,NULL
2013,2017,"AL","Alabama","Death Certificate","Cancer","Cancer of the lung and bronchus, mortality",NULL,"per 100,000","Average Annual Age-adjusted Rate","52.5","52.5",NULL,NULL,"51.6","53.5","Race/Ethnicity","White, non-Hispanic",NULL,NULL,NULL,NULL,"POINT (-86.63186076199969 32.84057112200048)",NULL,"01","CAN","CAN8_2","AVGANNAGEADJRATE","RACE","WHT",NULL,NULL,NULL,NULL
2011,2015,"AL","Alabama","Statewide central cancer registries","Cancer","Cancer of the lung and bronchus, incidence",NULL,"per 100,000","Average Annual Age-adjusted Rate","0.3","0.3",NULL,NULL,"0.2","0.3","Race/Ethnicity","Asian or Pacific Islander",NULL,NULL,NULL,NULL,"POINT (-86.63186076199969 32.84057112200048)",NULL,"01","CAN","CAN8_1","AVGANNAGEADJRATE","RACE","APIO",NULL,NULL,NULL,NULL
2009,2013,"AL","Alabama","Statewide central cancer registries","Cancer","Cancer of the lung and bronchus, incidence",NULL,"per 100,000","Average Annual Age-adjusted Rate","0.3","0.3",NULL,NULL,"0.2","0.3","Race/Ethnicity","Asian or Pacific Islander",NULL,NULL,NULL,NULL,"POINT (-86.63186076199969 32.84057112200048)",NULL,"01","CAN","CAN8_1","AVGANNAGEADJRATE","RACE","APIO",NULL,NULL,NULL,NULL
2015,2019,"AL","Alabama","Statewide central cancer registries","Cancer","Cancer of the lung and bronchus, incidence",NULL,"per 100,000","Average Annual Age-adjusted Rate","0.3","0.3",NULL,NULL,"0.3","0.4","Race/Ethnicity","Asian or Pacific Islander",NULL,NULL,NULL,NULL,"POINT (-86.63186076199969 32.84057112200048)",NULL,"01","CAN","CAN8_1","AVGANNAGEADJRATE","RACE","APIO",NULL,NULL,NULL,NULL
2010,2014,"AL","Alabama","Death Certificate","Cancer","Cancer of the lung and bronchus, mortality",NULL,"per 100,000","Average Annual Age-adjusted Rate","23.4","23.4",NULL,NULL,"15.4","33.8","Race/Ethnicity","American Indian or Alaska Native",NULL,NULL,NULL,NULL,"POINT (-86.63186076199969 32.84057112200048)",NULL,"01","CAN","CAN8_2","AVGANNAGEADJRATE","RACE","AIAO",NULL,NULL,NULL,NULL
2011,2015,"AL","Alabama","Statewide central cancer registries","Cancer","Cancer of the lung and bronchus, incidence",NULL,"per 100,000","Average Annual Age-adjusted Rate","68.0","68",NULL,NULL,"67.1","69","Overall","Overall",NULL,NULL,NULL,NULL,"POINT (-86.63186076199969 32.84057112200048)",NULL,"01","CAN","CAN8_1","AVGANNAGEADJRATE","OVERALL","OVR",NULL,NULL,NULL,NULL
2015,2019,"AL","Alabama","Statewide central cancer registries","Cancer","Cancer of the lung and bronchus, incidence",NULL,"per 100,000","Average Annual Age-adjusted Rate","62.5","62.5",NULL,NULL,"61.6","63.4","Overall","Overall",NULL,NULL,NULL,NULL,"POINT (-86.63186076199969 32.84057112200048)",NULL,"01","CAN","CAN8_1","AVGANNAGEADJRATE","OVERALL","OVR",NULL,NULL,NULL,NULL
2014,2018,"AL","Alabama","Death Certificate","Cancer","Cancer of the lung and bronchus, mortality",NULL,"per 100,000","Average Annual Age-adjusted Rate","17.7","17.7",NULL,NULL,"11.7","25.6","Race/Ethnicity","American Indian or Alaska Native",NULL,NULL,NULL,NULL,"POINT (-86.63186076199969 32.84057112200048)",NULL,"01","CAN","CAN8_2","AVGANNAGEADJRATE","RACE","AIAO",NULL,NULL,NULL,NULL
2010,2014,"AL","Alabama","Statewide central cancer registries","Cancer","Cancer of the lung and bronchus, incidence",NULL,"per 100,000","Average Annual Age-adjusted Rate","92.8","92.8",NULL,NULL,"91.1","94.6","Gender","Male",NULL,NULL,NULL,NULL,"POINT (-86.63186076199969 32.84057112200048)",NULL,"01","CAN","CAN8_1","AVGANNAGEADJRATE","GENDER","GENM",NULL,NULL,NULL,NULL
2010,2014,"AL","Alabama","Statewide central cancer registries","Cancer","Cancer of the lung and bronchus, incidence",NULL,"per 100,000","Average Annual Age-adjusted Rate","0.1","0.1",NULL,NULL,"0.1","0.1","Race/Ethnicity","American Indian or Alaska Native",NULL,NULL,NULL,NULL,"POINT (-86.63186076199969 32.84057112200048)",NULL,"01","CAN","CAN8_1","AVGANNAGEADJRATE","RACE","AIAO",NULL,NULL,NULL,NULL
2009,2013,"AL","Alabama","Death Certificate","Cancer","Cancer of the lung and bronchus, mortality",NULL,"per 100,000","Average Annual Age-adjusted Rate","80.4","80.4",NULL,NULL,"78.7","82","Gender","Male",NULL,NULL,NULL,NULL,"POINT (-86.63186076199969 32.84057112200048)",NULL,"01","CAN","CAN8_2","AVGANNAGEADJRATE","GENDER","GENM",NULL,NULL,NULL,NULL
2009,2013,"AL","Alabama","Statewide central cancer registries","Cancer","Cancer of the lung and bronchus, incidence",NULL,"per 100,000","Average Annual Age-adjusted Rate","0.1","0.1",NULL,NULL,"0","0.1","Race/Ethnicity","American Indian or Alaska Native",NULL,NULL,NULL,NULL,"POINT (-86.63186076199969 32.84057112200048)",NULL,"01","CAN","CAN8_1","AVGANNAGEADJRATE","RACE","AIAO",NULL,NULL,NULL,NULL
2009,2013,"AL","Alabama","Death Certificate","Cancer","Cancer of the lung and bronchus, mortality",NULL,"per 100,000","Average Annual Age-adjusted Rate","22.9","22.9",NULL,NULL,"14.5","33.9","Race/Ethnicity","American Indian or Alaska Native",NULL,NULL,NULL,NULL,"POINT (-86.63186076199969 32.84057112200048)",NULL,"01","CAN","CAN8_2","AVGANNAGEADJRATE","RACE","AIAO",NULL,NULL,NULL,NULL
2015,2019,"AL","Alabama","Statewide central cancer registries","Cancer","Cancer of the lung and bronchus, incidence",NULL,"per 100,000","Average Annual Age-adjusted Rate","49.3","49.3",NULL,NULL,"48.3","50.4","Gender","Female",NULL,NULL,NULL,NULL,"POINT (-86.63186076199969 32.84057112200048)",NULL,"01","CAN","CAN8_1","AVGANNAGEADJRATE","GENDER","GENF",NULL,NULL,NULL,NULL
2013,2017,"AL","Alabama","Death Certificate","Cancer","Cancer of the lung and bronchus, mortality",NULL,"per 100,000","Average Annual Age-adjusted Rate","12.7","12.7",NULL,NULL,"9","17.1","Race/Ethnicity","Hispanic",NULL,NULL,NULL,NULL,"POINT (-86.63186076199969 32.84057112200048)",NULL,"01","CAN","CAN8_2","AVGANNAGEADJRATE","RACE","HIS",NULL,NULL,NULL,NULL
2012,2016,"AL","Alabama","Death Certificate","Cancer","Cancer of the lung and bronchus, mortality",NULL,"per 100,000","Average Annual Age-adjusted Rate","37.7","37.7",NULL,NULL,"36.8","38.7","Gender","Female",NULL,NULL,NULL,NULL,"POINT (-86.63186076199969 32.84057112200048)",NULL,"01","CAN","CAN8_2","AVGANNAGEADJRATE","GENDER","GENF",NULL,NULL,NULL,NULL
2008,2012,"AL","Alabama","Death Certificate","Cancer","Cancer of the lung and bronchus, mortality",NULL,"per 100,000","Average Annual Age-adjusted Rate","82.6","82.6",NULL,NULL,"80.9","84.3","Gender","Male",NULL,NULL,NULL,NULL,"POINT (-86.63186076199969 32.84057112200048)",NULL,"01","CAN","CAN8_2","AVGANNAGEADJRATE","GENDER","GENM",NULL,NULL,NULL,NULL
2008,2012,"AL","Alabama","Death Certificate","Cancer","Cancer of the lung and bronchus, mortality",NULL,"per 100,000","Average Annual Age-adjusted Rate","14.7","14.7",NULL,NULL,"10.1","20.4","Race/Ethnicity","Hispanic",NULL,NULL,NULL,NULL,"POINT (-86.63186076199969 32.84057112200048)",NULL,"01","CAN","CAN8_2","AVGANNAGEADJRATE","RACE","HIS",NULL,NULL,NULL,NULL
