"YearStart","YearEnd","LocationAbbr","LocationDesc","DataSource","Topic","Question","Response","DataValueUnit","DataValueType","DataValue","DataValueAlt","DataValueFootnoteSymbol","DatavalueFootnote","LowConfidenceLimit","HighConfidenceLimit","StratificationCategory1","Stratification1","StratificationCategory2","Stratification2","StratificationCategory3","Stratification3","GeoLocation","ResponseID","LocationID","TopicID","QuestionID","DataValueTypeID","StratificationCategoryID1","StratificationID1","StratificationCategoryID2","StratificationID2","StratificationCategoryID3","StratificationID3"
2011,2011,"AK","Alaska","BRFSS","Tobacco","Current smoking among adults aged >= 18 years",NULL,"%","Crude Prevalence","22.9","22.9",NULL,NULL,"21","25","Overall","Overall",NULL,NULL,NULL,NULL,"POINT (-147.72205903599973 64.84507995700051)",NULL,"02","TOB","TOB1_2","CRDPREV","OVERALL","OVR",NULL,NULL,NULL,NULL
2019,2019,"AK","Alaska","BRFSS","Tobacco","Current smoking among adults aged >= 18 years",NULL,"%","Crude Prevalence","19.0","19",NULL,NULL,"15.9","22.5","Gender","Male",NULL,NULL,NULL,NULL,"POINT (-147.72205903599973 64.84507995700051)",NULL,"02","TOB","TOB1_2","CRDPREV","GENDER","GENM",NULL,NULL,NULL,NULL
2011,2011,"AK","Alaska","BRFSS","Tobacco","Current smoking among adults aged >= 18 years",NULL,"%","Age-adjusted Prevalence","22.1","22.1",NULL,NULL,"19.6","24.9","Gender","Female",NULL,NULL,NULL,NULL,"POINT (-147.72205903599973 64.84507995700051)",NULL,"02","TOB","TOB1_2","AGEADJPREV","GENDER","GENF",NULL,NULL,NULL,NULL
2018,2018,"AK","Alaska","BRFSS","Tobacco","Current smoking among adults aged >= 18 years",NULL,"%","Crude Prevalence",NULL,NULL,"****","Sample size of denominator and/or age group for age-standardization is less than 50 or relative standard error is more than 30%",NULL,NULL,"Race/Ethnicity","Hispanic",NULL,NULL,NULL,NULL,"POINT (-147.72205903599973 64.84507995700051)",NULL,"02","TOB","TOB1_2","CRDPREV","RACE","HIS",NULL,NULL,NULL,NULL
2016,2016,"AK","Alaska","BRFSS","Tobacco","Current smoking among adults aged >= 18 years",NULL,"%","Crude Prevalence",NULL,NULL,"****","Sample size of denominator and/or age group for age-standardization is less than 50 or relative standard error is more than 30%",NULL,NULL,"Race/Ethnicity","Hispanic",NULL,NULL,NULL,NULL,"POINT (-147.72205903599973 64.84507995700051)",NULL,"02","TOB","TOB1_2","CRDPREV","RACE","HIS",NULL,NULL,NULL,NULL
2018,2018,"AK","Alaska","BRFSS","Tobacco","Current smoking among adults aged >= 18 years",NULL,"%","Age-adjusted Prevalence","24.6","24.6",NULL,NULL,"15.5","36.6","Race/Ethnicity","Multiracial, non-Hispanic",NULL,NULL,NULL,NULL,"POINT (-147.72205903599973 64.84507995700051)",NULL,"02","TOB","TOB1_2","AGEADJPREV","RACE","MRC",NULL,NULL,NULL,NULL
2020,2020,"AK","Alaska","BRFSS","Tobacco","Current smoking among adults aged >= 18 years",NULL,"%","Age-adjusted Prevalence","19.1","19.1",NULL,NULL,"13.1","26.9","Race/Ethnicity","Multiracial, non-Hispanic",NULL,NULL,NULL,NULL,"POINT (-147.72205903599973 64.84507995700051)",NULL,"02","TOB","TOB1_2","AGEADJPREV","RACE","MRC",NULL,NULL,NULL,NULL
2017,2017,"AK","Alaska","BRFSS","Tobacco","Current smoking among adults aged >= 18 years",NULL,"%","Age-adjusted Prevalence",NULL,NULL,"****","Sample size of denominator and/or age group for age-standardization is less than 50 or relative standard error is more than 30%",NULL,NULL,"Race/Ethnicity","Black, non-Hispanic",NULL,NULL,NULL,NULL,"POINT (-147.72205903599973 64.84507995700051)",NULL,"02","TOB","TOB1_2","AGEADJPREV","RACE","BLK",NULL,NULL,NULL,NULL
2013,2013,"AK","Alaska","BRFSS","Tobacco","Current smoking among adults aged >= 18 years",NULL,"%","Crude Prevalence","22.6","22.6",NULL,NULL,"20.8","24.4","Overall","Overall",NULL,NULL,NULL,NULL,"POINT (-147.72205903599973 64.84507995700051)",NULL,"02","TOB","TOB1_2","CRDPREV","OVERALL","OVR",NULL,NULL,NULL,NULL
2013,2013,"AK","Alaska","BRFSS","Tobacco","Current smoking among adults aged >= 18 years",NULL,"%","Age-adjusted Prevalence","24.8","24.8",NULL,NULL,"15.8","36.9","Race/Ethnicity","Black, non-Hispanic",NULL,NULL,NULL,NULL,"POINT (-147.72205903599973 64.84507995700051)",NULL,"02","TOB","TOB1_2","AGEADJPREV","RACE","BLK",NULL,NULL,NULL,NULL
2015,2015,"AK","Alaska","BRFSS","Tobacco","Current smoking among adults aged >= 18 years",NULL,"%","Age-adjusted Prevalence","20.9","20.9",NULL,NULL,"12.5","32.7","Race/Ethnicity","Hispanic",NULL,NULL,NULL,NULL,"POINT (-147.72205903599973 64.84507995700051)",NULL,"02","TOB","TOB1_2","AGEADJPREV","RACE","HIS",NULL,NULL,NULL,NULL
2012,2012,"AK","Alaska","BRFSS","Tobacco","Current smoking among adults aged >= 18 years",NULL,"%","Crude Prevalence","22.1","22.1",NULL,NULL,"19.7","24.8","Gender","Male",NULL,NULL,NULL,NULL,"POINT (-147.72205903599973 64.84507995700051)",NULL,"02","TOB","TOB1_2","CRDPREV","GENDER","GENM",NULL,NULL,NULL,NULL
2014,2014,"AK","Alaska","BRFSS","Tobacco","Current smoking among adults aged >= 18 years",NULL,"%","Age-adjusted Prevalence","19.5","19.5",NULL,NULL,"17.9","21.3","Overall","Overall",NULL,NULL,NULL,NULL,"POINT (-147.72205903599973 64.84507995700051)",NULL,"02","TOB","TOB1_2","AGEADJPREV","OVERALL","OVR",NULL,NULL,NULL,NULL
2019,2019,"AK","Alaska","BRFSS","Tobacco","Current smoking among adults aged >= 18 years",NULL,"%","Age-adjusted Prevalence","24.3","24.3",NULL,NULL,"18.9","30.6","Race/Ethnicity","Other, non-Hispanic",NULL,NULL,NULL,NULL,"POINT (-147.72205903599973 64.84507995700051)",NULL,"02","TOB","TOB1_2","AGEADJPREV","RACE","OTH",NULL,NULL,NULL,NULL
2019,2019,"AK","Alaska","BRFSS","Tobacco","Current smoking among adults aged >= 18 years",NULL,"%","Age-adjusted Prevalence","17.6","17.6",NULL,NULL,"15.4","20","Overall","Overall",NULL,NULL,NULL,NULL,"POINT (-147.72205903599973 64.84507995700051)",NULL,"02","TOB","TOB1_2","AGEADJPREV","OVERALL","OVR",NULL,NULL,NULL,NULL
2021,2021,"AK","Alaska","BRFSS","Tobacco","Current smoking among adults aged >= 18 years",NULL,"%","Age-adjusted Prevalence","17.2","17.2",NULL,NULL,"15.6","18.9","Overall","Overall",NULL,NULL,NULL,NULL,"POINT (-147.72205903599973 64.84507995700051)",NULL,"02","TOB","TOB1_2","AGEADJPREV","OVERALL","OVR",NULL,NULL,NULL,NULL
2012,2012,"AK","Alaska","BRFSS","Tobacco","Current smoking among adults aged >= 18 years",NULL,"%","Age-adjusted Prevalence","21.2","21.2",NULL,NULL,"18.8","23.8","Gender","Male",NULL,NULL,NULL,NULL,"POINT (-147.72205903599973 64.84507995700051)",NULL,"02","TOB","TOB1_2","AGEADJPREV","GENDER","GENM",NULL,NULL,NULL,NULL
2013,2013,"AK","Alaska","BRFSS","Tobacco","Current smoking among adults aged >= 18 years",NULL,"%","Crude Prevalence","31.9","31.9",NULL,NULL,"19.6","47.3","Race/Ethnicity","Black, non-Hispanic",NULL,NULL,NULL,NULL,"POINT (-147.72205903599973 64.84507995700051)",NULL,"02","TOB","TOB1_2","CRDPREV","RACE","BLK",NULL,NULL,NULL,NULL
2017,2017,"AK","Alaska","BRFSS","Tobacco","Current smoking among adults aged >= 18 years",NULL,"%","Age-adjusted Prevalence","17.3","17.3",NULL,NULL,"14","21.1","Gender","Female",NULL,NULL,NULL,NULL,"POINT (-147.72205903599973 64.84507995700051)",NULL,"02","TOB","TOB1_2","AGEADJPREV","GENDER","GENF",NULL,NULL,NULL,NULL
2021,2021,"CA","California","BRFSS","Tobacco","Current smoking among adults aged >= 18 years",NULL,"%","Crude Prevalence","11.4","11.4",NULL,NULL,"10","12.9","Gender","Male",NULL,NULL,NULL,NULL,"POINT (-120.99999953799971 37.63864012300047)",NULL,"06","TOB","TOB1_2","CRDPREV","GENDER","GENM",NULL,NULL,NULL,NULL
2014,2014,"GU","Guam","BRFSS","Tobacco","Current smoking among adults aged >= 18 years",NULL,"%","Crude Prevalence","24.2","24.2",NULL,NULL,"20.7","28.2","Gender","Female",NULL,NULL,NULL,NULL,"POINT (144.793731 13.444304)",NULL,"66","TOB","TOB1_2","CRDPREV","GENDER","GENF",NULL,NULL,NULL,NULL
2012,2012,"MN","Minnesota","BRFSS","Tobacco","Current smoking among adults aged >= 18 years",NULL,"%","Crude Prevalence","16.0","16",NULL,NULL,"14.8","17.3","Gender","Female",NULL,NULL,NULL,NULL,"POINT (-94.79420050299967 46.35564873600049)",NULL,"27","TOB","TOB1_2","CRDPREV","GENDER","GENF",NULL,NULL,NULL,NULL
2013,2013,"NM","New Mexico","BRFSS","Tobacco","Current smoking among adults aged >= 18 years",NULL,"%","Crude Prevalence","22.2","22.2",NULL,NULL,"20.3","24.2","Gender","Male",NULL,NULL,NULL,NULL,"POINT (-106.24058098499967 34.52088095200048)",NULL,"35","TOB","TOB1_2","CRDPREV","GENDER","GENM",NULL,NULL,NULL,NULL
2017,2017,"NM","New Mexico","BRFSS","Tobacco","Current smoking among adults aged >= 18 years",NULL,"%","Crude Prevalence","20.6","20.6",NULL,NULL,"18.5","22.9","Gender","Male",NULL,NULL,NULL,NULL,"POINT (-106.24058098499967 34.52088095200048)",NULL,"35","TOB","TOB1_2","CRDPREV","GENDER","GENM",NULL,NULL,NULL,NULL
2021,2021,"PA","Pennsylvania","BRFSS","Tobacco","Current smoking among adults aged >= 18 years",NULL,"%","Crude Prevalence","15.3","15.3",NULL,NULL,"13.7","17","Gender","Male",NULL,NULL,NULL,NULL,"POINT (-77.86070029399963 40.79373015200048)",NULL,"42","TOB","TOB1_2","CRDPREV","GENDER","GENM",NULL,NULL,NULL,NULL
2017,2017,"TX","Texas","BRFSS","Tobacco","Current smoking among adults aged >= 18 years",NULL,"%","Crude Prevalence","15.3","15.3",NULL,NULL,"13","18.1","Race/Ethnicity","Hispanic",NULL,NULL,NULL,NULL,"POINT (-99.42677020599967 31.827240407000488)",NULL,"48","TOB","TOB1_2","CRDPREV","RACE","HIS",NULL,NULL,NULL,NULL
2018,2018,"US","United States","BRFSS","Tobacco","Current smoking among adults aged >= 18 years",NULL,"%","Crude Prevalence","14.9","14.9","*","50 States + DC: US Median","13.5","16.3","Gender","Female",NULL,NULL,NULL,NULL,NULL,NULL,"59","TOB","TOB1_2","CRDPREV","GENDER","GENF",NULL,NULL,NULL,NULL
2017,2017,"AK","Alaska","BRFSS","Tobacco","Current smoking among adults aged >= 18 years",NULL,"%","Crude Prevalence","24.2","24.2",NULL,NULL,"20.5","28.4","Gender","Male",NULL,NULL,NULL,NULL,"POINT (-147.72205903599973 64.84507995700051)",NULL,"02","TOB","TOB1_2","CRDPREV","GENDER","GENM",NULL,NULL,NULL,NULL
2019,2019,"AK","Alaska","BRFSS","Tobacco","Current smoking among adults aged >= 18 years",NULL,"%","Crude Prevalence","17.4","17.4",NULL,NULL,"15.3","19.8","Overall","Overall",NULL,NULL,NULL,NULL,"POINT (-147.72205903599973 64.84507995700051)",NULL,"02","TOB","TOB1_2","CRDPREV","OVERALL","OVR",NULL,NULL,NULL,NULL
2019,2019,"AK","Alaska","BRFSS","Tobacco","Current smoking among adults aged >= 18 years",NULL,"%","Age-adjusted Prevalence",NULL,NULL,"****","Sample size of denominator and/or age group for age-standardization is less than 50 or relative standard error is more than 30%",NULL,NULL,"Race/Ethnicity","Hispanic",NULL,NULL,NULL,NULL,"POINT (-147.72205903599973 64.84507995700051)",NULL,"02","TOB","TOB1_2","AGEADJPREV","RACE","HIS",NULL,NULL,NULL,NULL
2018,2018,"AK","Alaska","BRFSS","Tobacco","Current smoking among adults aged >= 18 years",NULL,"%","Crude Prevalence",NULL,NULL,"****","Sample size of denominator and/or age group for age-standardization is less than 50 or relative standard error is more than 30%",NULL,NULL,"Race/Ethnicity","Black, non-Hispanic",NULL,NULL,NULL,NULL,"POINT (-147.72205903599973 64.84507995700051)",NULL,"02","TOB","TOB1_2","CRDPREV","RACE","BLK",NULL,NULL,NULL,NULL
2018,2018,"AK","Alaska","BRFSS","Tobacco","Current smoking among adults aged >= 18 years",NULL,"%","Age-adjusted Prevalence","18.7","18.7",NULL,NULL,"16.7","20.9","Overall","Overall",NULL,NULL,NULL,NULL,"POINT (-147.72205903599973 64.84507995700051)",NULL,"02","TOB","TOB1_2","AGEADJPREV","OVERALL","OVR",NULL,NULL,NULL,NULL
2016,2016,"AK","Alaska","BRFSS","Tobacco","Current smoking among adults aged >= 18 years",NULL,"%","Crude Prevalence",NULL,NULL,"****","Sample size of denominator and/or age group for age-standardization is less than 50 or relative standard error is more than 30%",NULL,NULL,"Race/Ethnicity","Black, non-Hispanic",NULL,NULL,NULL,NULL,"POINT (-147.72205903599973 64.84507995700051)",NULL,"02","TOB","TOB1_2","CRDPREV","RACE","BLK",NULL,NULL,NULL,NULL
2021,2021,"AL","Alabama","BRFSS","Tobacco","Current smoking among adults aged >= 18 years",NULL,"%","Crude Prevalence","17.2","17.2",NULL,NULL,"15.7","18.9","Overall","Overall",NULL,NULL,NULL,NULL,"POINT (-86.63186076199969 32.84057112200048)",NULL,"01","TOB","TOB1_2","CRDPREV","OVERALL","OVR",NULL,NULL,NULL,NULL
2020,2020,"AK","Alaska","BRFSS","Tobacco","Current smoking among adults aged >= 18 years",NULL,"%","Crude Prevalence",NULL,NULL,"****","Sample size of denominator and/or age group for age-standardization is less than 50 or relative standard error is more than 30%",NULL,NULL,"Race/Ethnicity","Hispanic",NULL,NULL,NULL,NULL,"POINT (-147.72205903599973 64.84507995700051)",NULL,"02","TOB","TOB1_2","CRDPREV","RACE","HIS",NULL,NULL,NULL,NULL
2017,2017,"AK","Alaska","BRFSS","Tobacco","Current smoking among adults aged >= 18 years",NULL,"%","Age-adjusted Prevalence",NULL,NULL,"****","Sample size of denominator and/or age group for age-standardization is less than 50 or relative standard error is more than 30%",NULL,NULL,"Race/Ethnicity","Hispanic",NULL,NULL,NULL,NULL,"POINT (-147.72205903599973 64.84507995700051)",NULL,"02","TOB","TOB1_2","AGEADJPREV","RACE","HIS",NULL,NULL,NULL,NULL
2012,2012,"AK","Alaska","BRFSS","Tobacco","Current smoking among adults aged >= 18 years",NULL,"%","Age-adjusted Prevalence","20.0","20",NULL,NULL,"18.4","21.8","Overall","Overall",NULL,NULL,NULL,NULL,"POINT (-147.72205903599973 64.84507995700051)",NULL,"02","TOB","TOB1_2","AGEADJPREV","OVERALL","OVR",NULL,NULL,NULL,NULL
2021,2021,"AK","Alaska","BRFSS","Tobacco","Current smoking among adults aged >= 18 years",NULL,"%","Age-adjusted Prevalence","17.3","17.3",NULL,NULL,"15.1","19.8","Gender","Male",NULL,NULL,NULL,NULL,"POINT (-147.72205903599973 64.84507995700051)",NULL,"02","TOB","TOB1_2","AGEADJPREV","GENDER","GENM",NULL,NULL,NULL,NULL
2011,2011,"AK","Alaska","BRFSS","Tobacco","Current smoking among adults aged >= 18 years",NULL,"%","Age-adjusted Prevalence","30.5","30.5",NULL,NULL,"25.9","35.5","Race/Ethnicity","Other, non-Hispanic",NULL,NULL,NULL,NULL,"POINT (-147.72205903599973 64.84507995700051)",NULL,"02","TOB","TOB1_2","AGEADJPREV","RACE","OTH",NULL,NULL,NULL,NULL
2021,2021,"AL","Alabama","BRFSS","Tobacco","Current smoking among adults aged >= 18 years",NULL,"%","Age-adjusted Prevalence","23.0","23",NULL,NULL,"13.8","35.9","Race/Ethnicity","Multiracial, non-Hispanic",NULL,NULL,NULL,NULL,"POINT (-86.63186076199969 32.84057112200048)",NULL,"01","TOB","TOB1_2","AGEADJPREV","RACE","MRC",NULL,NULL,NULL,NULL
2014,2014,"AK","Alaska","BRFSS","Tobacco","Current smoking among adults aged >= 18 years",NULL,"%","Crude Prevalence",NULL,NULL,"****","Sample size of denominator and/or age group for age-standardization is less than 50 or relative standard error is more than 30%",NULL,NULL,"Race/Ethnicity","Black, non-Hispanic",NULL,NULL,NULL,NULL,"POINT (-147.72205903599973 64.84507995700051)",NULL,"02","TOB","TOB1_2","CRDPREV","RACE","BLK",NULL,NULL,NULL,NULL
2015,2015,"AK","Alaska","BRFSS","Tobacco","Current smoking among adults aged >= 18 years",NULL,"%","Age-adjusted Prevalence","28.0","28",NULL,NULL,"15.4","45.4","Race/Ethnicity","Black, non-Hispanic",NULL,NULL,NULL,NULL,"POINT (-147.72205903599973 64.84507995700051)",NULL,"02","TOB","TOB1_2","AGEADJPREV","RACE","BLK",NULL,NULL,NULL,NULL
2021,2021,"AL","Alabama","BRFSS","Tobacco","Current smoking among adults aged >= 18 years",NULL,"%","Crude Prevalence","23.0","23",NULL,NULL,"12.8","37.8","Race/Ethnicity","Multiracial, non-Hispanic",NULL,NULL,NULL,NULL,"POINT (-86.63186076199969 32.84057112200048)",NULL,"01","TOB","TOB1_2","CRDPREV","RACE","MRC",NULL,NULL,NULL,NULL
2020,2020,"AK","Alaska","BRFSS","Tobacco","Current smoking among adults aged >= 18 years",NULL,"%","Age-adjusted Prevalence","18.0","18",NULL,NULL,"15.5","20.7","Gender","Male",NULL,NULL,NULL,NULL,"POINT (-147.72205903599973 64.84507995700051)",NULL,"02","TOB","TOB1_2","AGEADJPREV","GENDER","GENM",NULL,NULL,NULL,NULL
2017,2017,"AK","Alaska","BRFSS","Tobacco","Current smoking among adults aged >= 18 years",NULL,"%","Age-adjusted Prevalence","34.1","34.1",NULL,NULL,"27","41.9","Race/Ethnicity","Other, non-Hispanic",NULL,NULL,NULL,NULL,"POINT (-147.72205903599973 64.84507995700051)",NULL,"02","TOB","TOB1_2","AGEADJPREV","RACE","OTH",NULL,NULL,NULL,NULL
2013,2013,"AK","Alaska","BRFSS","Tobacco","Current smoking among adults aged >= 18 years",NULL,"%","Age-adjusted Prevalence","33.4","33.4",NULL,NULL,"28.8","38.5","Race/Ethnicity","Other, non-Hispanic",NULL,NULL,NULL,NULL,"POINT (-147.72205903599973 64.84507995700051)",NULL,"02","TOB","TOB1_2","AGEADJPREV","RACE","OTH",NULL,NULL,NULL,NULL
2019,2019,"AK","Alaska","BRFSS","Tobacco","Current smoking among adults aged >= 18 years",NULL,"%","Age-adjusted Prevalence",NULL,NULL,"****","Sample size of denominator and/or age group for age-standardization is less than 50 or relative standard error is more than 30%",NULL,NULL,"Race/Ethnicity","Black, non-Hispanic",NULL,NULL,NULL,NULL,"POINT (-147.72205903599973 64.84507995700051)",NULL,"02","TOB","TOB1_2","AGEADJPREV","RACE","BLK",NULL,NULL,NULL,NULL
2021,2021,"AL","Alabama","BRFSS","Tobacco","Current smoking among adults aged >= 18 years",NULL,"%","Crude Prevalence","15.5","15.5",NULL,NULL,"13.7","17.7","Gender","Female",NULL,NULL,NULL,NULL,"POINT (-86.63186076199969 32.84057112200048)",NULL,"01","TOB","TOB1_2","CRDPREV","GENDER","GENF",NULL,NULL,NULL,NULL
2015,2015,"AK","Alaska","BRFSS","Tobacco","Current smoking among adults aged >= 18 years",NULL,"%","Crude Prevalence","19.1","19.1",NULL,NULL,"17.1","21.3","Overall","Overall",NULL,NULL,NULL,NULL,"POINT (-147.72205903599973 64.84507995700051)",NULL,"02","TOB","TOB1_2","CRDPREV","OVERALL","OVR",NULL,NULL,NULL,NULL
2017,2017,"AK","Alaska","BRFSS","Tobacco","Current smoking among adults aged >= 18 years",NULL,"%","Crude Prevalence","20.9","20.9",NULL,NULL,"18.4","23.7","Overall","Overall",NULL,NULL,NULL,NULL,"POINT (-147.72205903599973 64.84507995700051)",NULL,"02","TOB","TOB1_2","CRDPREV","OVERALL","OVR",NULL,NULL,NULL,NULL
2013,2013,"AK","Alaska","BRFSS","Tobacco","Current smoking among adults aged >= 18 years",NULL,"%","Crude Prevalence","24.3","24.3",NULL,NULL,"15.1","36.8","Race/Ethnicity","Hispanic",NULL,NULL,NULL,NULL,"POINT (-147.72205903599973 64.84507995700051)",NULL,"02","TOB","TOB1_2","CRDPREV","RACE","HIS",NULL,NULL,NULL,NULL
2015,2015,"AK","Alaska","BRFSS","Tobacco","Current smoking among adults aged >= 18 years",NULL,"%","Age-adjusted Prevalence","25.5","25.5",NULL,NULL,"20.9","30.6","Race/Ethnicity","Other, non-Hispanic",NULL,NULL,NULL,NULL,"POINT (-147.72205903599973 64.84507995700051)",NULL,"02","TOB","TOB1_2","AGEADJPREV","RACE","OTH",NULL,NULL,NULL,NULL
2020,2020,"AK","Alaska","BRFSS","Tobacco","Current smoking among adults aged >= 18 years",NULL,"%","Age-adjusted Prevalence","17.9","17.9",NULL,NULL,"15.3","21","Gender","Female",NULL,NULL,NULL,NULL,"POINT (-147.72205903599973 64.84507995700051)",NULL,"02","TOB","TOB1_2","AGEADJPREV","GENDER","GENF",NULL,NULL,NULL,NULL
2018,2018,"AK","Alaska","BRFSS","Tobacco","Current smoking among adults aged >= 18 years",NULL,"%","Age-adjusted Prevalence","20.1","20.1",NULL,NULL,"17.3","23.1","Gender","Male",NULL,NULL,NULL,NULL,"POINT (-147.72205903599973 64.84507995700051)",NULL,"02","TOB","TOB1_2","AGEADJPREV","GENDER","GENM",NULL,NULL,NULL,NULL
2016,2016,"AK","Alaska","BRFSS","Tobacco","Current smoking among adults aged >= 18 years",NULL,"%","Age-adjusted Prevalence","21.1","21.1",NULL,NULL,"18.1","24.5","Gender","Male",NULL,NULL,NULL,NULL,"POINT (-147.72205903599973 64.84507995700051)",NULL,"02","TOB","TOB1_2","AGEADJPREV","GENDER","GENM",NULL,NULL,NULL,NULL
2014,2014,"AK","Alaska","BRFSS","Tobacco","Current smoking among adults aged >= 18 years",NULL,"%","Age-adjusted Prevalence","18.2","18.2",NULL,NULL,"16","20.5","Gender","Female",NULL,NULL,NULL,NULL,"POINT (-147.72205903599973 64.84507995700051)",NULL,"02","TOB","TOB1_2","AGEADJPREV","GENDER","GENF",NULL,NULL,NULL,NULL
2015,2015,"AK","Alaska","BRFSS","Tobacco","Current smoking among adults aged >= 18 years",NULL,"%","Crude Prevalence",NULL,NULL,"****","Sample size of denominator and/or age group for age-standardization is less than 50 or relative standard error is more than 30%",NULL,NULL,"Race/Ethnicity","Black, non-Hispanic",NULL,NULL,NULL,NULL,"POINT (-147.72205903599973 64.84507995700051)",NULL,"02","TOB","TOB1_2","CRDPREV","RACE","BLK",NULL,NULL,NULL,NULL
2017,2017,"AK","Alaska","BRFSS","Tobacco","Current smoking among adults aged >= 18 years",NULL,"%","Crude Prevalence",NULL,NULL,"****","Sample size of denominator and/or age group for age-standardization is less than 50 or relative standard error is more than 30%",NULL,NULL,"Race/Ethnicity","Hispanic",NULL,NULL,NULL,NULL,"POINT (-147.72205903599973 64.84507995700051)",NULL,"02","TOB","TOB1_2","CRDPREV","RACE","HIS",NULL,NULL,NULL,NULL
