"YearStart","YearEnd","LocationAbbr","LocationDesc","DataSource","Topic","Question","Response","DataValueUnit","DataValueType","DataValue","DataValueAlt","DataValueFootnoteSymbol","DatavalueFootnote","LowConfidenceLimit","HighConfidenceLimit","StratificationCategory1","Stratification1","StratificationCategory2","Stratification2","StratificationCategory3","Stratification3","GeoLocation","ResponseID","LocationID","TopicID","QuestionID","DataValueTypeID","StratificationCategoryID1","StratificationID1","StratificationCategoryID2","StratificationID2","StratificationCategoryID3","StratificationID3"
2015,2015,"AK","Alaska","ACS 1-Year Estimates","Disability","Disability among adults aged >= 65 years",NULL,"%","Crude Prevalence","40.6","40.6",NULL,NULL,"37.3","43.9","Gender","Male",NULL,NULL,NULL,NULL,"POINT (-147.72205903599973 64.84507995700051)",NULL,"02","DIS","DIS1_0","CRDPREV","GENDER","GENM",NULL,NULL,NULL,NULL
2015,2015,"AK","Alaska","ACS 1-Year Estimates","Disability","Disability among adults aged >= 65 years",NULL,"%","Crude Prevalence","38.6","38.6",NULL,NULL,"34.9","42.4","Gender","Female",NULL,NULL,NULL,NULL,"POINT (-147.72205903599973 64.84507995700051)",NULL,"02","DIS","DIS1_0","CRDPREV","GENDER","GENF",NULL,NULL,NULL,NULL
2016,2016,"AK","Alaska","ACS 1-Year Estimates","Disability","Disability among adults aged >= 65 years",NULL,"%","Crude Prevalence","39.7","39.7",NULL,NULL,"36.1","43.3","Gender","Female",NULL,NULL,NULL,NULL,"POINT (-147.72205903599973 64.84507995700051)",NULL,"02","DIS","DIS1_0","CRDPREV","GENDER","GENF",NULL,NULL,NULL,NULL
2016,2016,"AK","Alaska","ACS 1-Year Estimates","Disability","Disability among adults aged >= 65 years",NULL,"%","Crude Prevalence","39.6","39.6",NULL,NULL,"35","44.2","Gender","Male",NULL,NULL,NULL,NULL,"POINT (-147.72205903599973 64.84507995700051)",NULL,"02","DIS","DIS1_0","CRDPREV","GENDER","GENM",NULL,NULL,NULL,NULL
2017,2017,"AK","Alaska","ACS 1-Year Estimates","Disability","Disability among adults aged >= 65 years",NULL,"%","Crude Prevalence","39.4","39.4",NULL,NULL,"35.6","43.2","Gender","Male",NULL,NULL,NULL,NULL,"POINT (-147.72205903599973 64.84507995700051)",NULL,"02","DIS","DIS1_0","CRDPREV","GENDER","GENM",NULL,NULL,NULL,NULL
2017,2017,"AK","Alaska","ACS 1-Year Estimates","Disability","Disability among adults aged >= 65 years",NULL,"%","Crude Prevalence","38.0","38",NULL,NULL,"34.8","41.2","Gender","Female",NULL,NULL,NULL,NULL,"POINT (-147.72205903599973 64.84507995700051)",NULL,"02","DIS","DIS1_0","CRDPREV","GENDER","GENF",NULL,NULL,NULL,NULL
2018,2018,"AK","Alaska","ACS 1-Year Estimates","Disability","Disability among adults aged >= 65 years",NULL,"%","Crude Prevalence","35.7","35.7",NULL,NULL,"32.7","38.6","Gender","Female",NULL,NULL,NULL,NULL,"POINT (-147.72205903599973 64.84507995700051)",NULL,"02","DIS","DIS1_0","CRDPREV","GENDER","GENF",NULL,NULL,NULL,NULL
2018,2018,"AK","Alaska","ACS 1-Year Estimates","Disability","Disability among adults aged >= 65 years",NULL,"%","Crude Prevalence","39.1","39.1",NULL,NULL,"35.3","43","Gender","Male",NULL,NULL,NULL,NULL,"POINT (-147.72205903599973 64.84507995700051)",NULL,"02","DIS","DIS1_0","CRDPREV","GENDER","GENM",NULL,NULL,NULL,NULL
2019,2019,"AK","Alaska","ACS 1-Year Estimates","Disability","Disability among adults aged >= 65 years",NULL,"%","Crude Prevalence","36.1","36.1",NULL,NULL,"30.2","41.9","Gender","Male",NULL,NULL,NULL,NULL,"POINT (-147.72205903599973 64.84507995700051)",NULL,"02","DIS","DIS1_0","CRDPREV","GENDER","GENM",NULL,NULL,NULL,NULL
2019,2019,"AK","Alaska","ACS 1-Year Estimates","Disability","Disability among adults aged >= 65 years",NULL,"%","Crude Prevalence","31.6","31.6",NULL,NULL,"26.8","36.4","Gender","Female",NULL,NULL,NULL,NULL,"POINT (-147.72205903599973 64.84507995700051)",NULL,"02","DIS","DIS1_0","CRDPREV","GENDER","GENF",NULL,NULL,NULL,NULL
2010,2010,"AL","Alabama","ACS 1-Year Estimates","Disability","Disability among adults aged >= 65 years",NULL,"%","Crude Prevalence","45.4","45.4",NULL,NULL,"44.2","46.7","Gender","Female",NULL,NULL,NULL,NULL,"POINT (-86.63186076199969 32.84057112200048)",NULL,"01","DIS","DIS1_0","CRDPREV","GENDER","GENF",NULL,NULL,NULL,NULL
2010,2010,"AL","Alabama","ACS 1-Year Estimates","Disability","Disability among adults aged >= 65 years",NULL,"%","Crude Prevalence","42.2","42.2",NULL,NULL,"40.9","43.5","Gender","Male",NULL,NULL,NULL,NULL,"POINT (-86.63186076199969 32.84057112200048)",NULL,"01","DIS","DIS1_0","CRDPREV","GENDER","GENM",NULL,NULL,NULL,NULL
2011,2011,"AL","Alabama","ACS 1-Year Estimates","Disability","Disability among adults aged >= 65 years",NULL,"%","Crude Prevalence","42.8","42.8",NULL,NULL,"41.8","43.8","Gender","Female",NULL,NULL,NULL,NULL,"POINT (-86.63186076199969 32.84057112200048)",NULL,"01","DIS","DIS1_0","CRDPREV","GENDER","GENF",NULL,NULL,NULL,NULL
2011,2011,"AL","Alabama","ACS 1-Year Estimates","Disability","Disability among adults aged >= 65 years",NULL,"%","Crude Prevalence","42.0","42",NULL,NULL,"40.6","43.4","Gender","Male",NULL,NULL,NULL,NULL,"POINT (-86.63186076199969 32.84057112200048)",NULL,"01","DIS","DIS1_0","CRDPREV","GENDER","GENM",NULL,NULL,NULL,NULL
2012,2012,"AL","Alabama","ACS 1-Year Estimates","Disability","Disability among adults aged >= 65 years",NULL,"%","Crude Prevalence","41.8","41.8",NULL,NULL,"40.7","43","Gender","Male",NULL,NULL,NULL,NULL,"POINT (-86.63186076199969 32.84057112200048)",NULL,"01","DIS","DIS1_0","CRDPREV","GENDER","GENM",NULL,NULL,NULL,NULL
2012,2012,"AL","Alabama","ACS 1-Year Estimates","Disability","Disability among adults aged >= 65 years",NULL,"%","Crude Prevalence","43.4","43.4",NULL,NULL,"42.2","44.6","Gender","Female",NULL,NULL,NULL,NULL,"POINT (-86.63186076199969 32.84057112200048)",NULL,"01","DIS","DIS1_0","CRDPREV","GENDER","GENF",NULL,NULL,NULL,NULL
2013,2013,"AL","Alabama","ACS 1-Year Estimates","Disability","Disability among adults aged >= 65 years",NULL,"%","Crude Prevalence","42.3","42.3",NULL,NULL,"41.3","43.3","Gender","Female",NULL,NULL,NULL,NULL,"POINT (-86.63186076199969 32.84057112200048)",NULL,"01","DIS","DIS1_0","CRDPREV","GENDER","GENF",NULL,NULL,NULL,NULL
2013,2013,"AL","Alabama","ACS 1-Year Estimates","Disability","Disability among adults aged >= 65 years",NULL,"%","Crude Prevalence","40.1","40.1",NULL,NULL,"38.6","41.5","Gender","Male",NULL,NULL,NULL,NULL,"POINT (-86.63186076199969 32.84057112200048)",NULL,"01","DIS","DIS1_0","CRDPREV","GENDER","GENM",NULL,NULL,NULL,NULL
2014,2014,"AL","Alabama","ACS 1-Year Estimates","Disability","Disability among adults aged >= 65 years",NULL,"%","Crude Prevalence","42.2","42.2",NULL,NULL,"41.2","43.3","Gender","Female",NULL,NULL,NULL,NULL,"POINT (-86.63186076199969 32.84057112200048)",NULL,"01","DIS","DIS1_0","CRDPREV","GENDER","GENF",NULL,NULL,NULL,NULL
2014,2014,"AL","Alabama","ACS 1-Year Estimates","Disability","Disability among adults aged >= 65 years",NULL,"%","Crude Prevalence","41.3","41.3",NULL,NULL,"40.2","42.5","Gender","Male",NULL,NULL,NULL,NULL,"POINT (-86.63186076199969 32.84057112200048)",NULL,"01","DIS","DIS1_0","CRDPREV","GENDER","GENM",NULL,NULL,NULL,NULL
2015,2015,"AL","Alabama","ACS 1-Year Estimates","Disability","Disability among adults aged >= 65 years",NULL,"%","Crude Prevalence","42.0","42",NULL,NULL,"40.9","43.1","Gender","Female",NULL,NULL,NULL,NULL,"POINT (-86.63186076199969 32.84057112200048)",NULL,"01","DIS","DIS1_0","CRDPREV","GENDER","GENF",NULL,NULL,NULL,NULL
2015,2015,"AL","Alabama","ACS 1-Year Estimates","Disability","Disability among adults aged >= 65 years",NULL,"%","Crude Prevalence","40.6","40.6",NULL,NULL,"39.3","41.8","Gender","Male",NULL,NULL,NULL,NULL,"POINT (-86.63186076199969 32.84057112200048)",NULL,"01","DIS","DIS1_0","CRDPREV","GENDER","GENM",NULL,NULL,NULL,NULL
2016,2016,"AL","Alabama","ACS 1-Year Estimates","Disability","Disability among adults aged >= 65 years",NULL,"%","Crude Prevalence","40.7","40.7",NULL,NULL,"39.7","41.8","Gender","Female",NULL,NULL,NULL,NULL,"POINT (-86.63186076199969 32.84057112200048)",NULL,"01","DIS","DIS1_0","CRDPREV","GENDER","GENF",NULL,NULL,NULL,NULL
2016,2016,"AL","Alabama","ACS 1-Year Estimates","Disability","Disability among adults aged >= 65 years",NULL,"%","Crude Prevalence","40.6","40.6",NULL,NULL,"39.4","41.8","Gender","Male",NULL,NULL,NULL,NULL,"POINT (-86.63186076199969 32.84057112200048)",NULL,"01","DIS","DIS1_0","CRDPREV","GENDER","GENM",NULL,NULL,NULL,NULL
2017,2017,"AL","Alabama","ACS 1-Year Estimates","Disability","Disability among adults aged >= 65 years",NULL,"%","Crude Prevalence","41.0","41",NULL,NULL,"39.7","42.4","Gender","Male",NULL,NULL,NULL,NULL,"POINT (-86.63186076199969 32.84057112200048)",NULL,"01","DIS","DIS1_0","CRDPREV","GENDER","GENM",NULL,NULL,NULL,NULL
2017,2017,"AL","Alabama","ACS 1-Year Estimates","Disability","Disability among adults aged >= 65 years",NULL,"%","Crude Prevalence","41.2","41.2",NULL,NULL,"40.1","42.3","Gender","Female",NULL,NULL,NULL,NULL,"POINT (-86.63186076199969 32.84057112200048)",NULL,"01","DIS","DIS1_0","CRDPREV","GENDER","GENF",NULL,NULL,NULL,NULL
2018,2018,"AL","Alabama","ACS 1-Year Estimates","Disability","Disability among adults aged >= 65 years",NULL,"%","Crude Prevalence","38.9","38.9",NULL,NULL,"37.8","40.1","Gender","Male",NULL,NULL,NULL,NULL,"POINT (-86.63186076199969 32.84057112200048)",NULL,"01","DIS","DIS1_0","CRDPREV","GENDER","GENM",NULL,NULL,NULL,NULL
2018,2018,"AL","Alabama","ACS 1-Year Estimates","Disability","Disability among adults aged >= 65 years",NULL,"%","Crude Prevalence","39.1","39.1",NULL,NULL,"38","40.2","Gender","Female",NULL,NULL,NULL,NULL,"POINT (-86.63186076199969 32.84057112200048)",NULL,"01","DIS","DIS1_0","CRDPREV","GENDER","GENF",NULL,NULL,NULL,NULL
2019,2019,"AL","Alabama","ACS 1-Year Estimates","Disability","Disability among adults aged >= 65 years",NULL,"%","Crude Prevalence","39.1","39.1",NULL,NULL,"37.2","41","Gender","Male",NULL,NULL,NULL,NULL,"POINT (-86.63186076199969 32.84057112200048)",NULL,"01","DIS","DIS1_0","CRDPREV","GENDER","GENM",NULL,NULL,NULL,NULL
2019,2019,"AL","Alabama","ACS 1-Year Estimates","Disability","Disability among adults aged >= 65 years",NULL,"%","Crude Prevalence","37.7","37.7",NULL,NULL,"36","39.4","Gender","Female",NULL,NULL,NULL,NULL,"POINT (-86.63186076199969 32.84057112200048)",NULL,"01","DIS","DIS1_0","CRDPREV","GENDER","GENF",NULL,NULL,NULL,NULL
2010,2010,"AR","Arkansas","ACS 1-Year Estimates","Disability","Disability among adults aged >= 65 years",NULL,"%","Crude Prevalence","42.1","42.1",NULL,NULL,"40.4","43.8","Gender","Male",NULL,NULL,NULL,NULL,"POINT (-92.27449074299966 34.74865012400045)",NULL,"05","DIS","DIS1_0","CRDPREV","GENDER","GENM",NULL,NULL,NULL,NULL
2010,2010,"AR","Arkansas","ACS 1-Year Estimates","Disability","Disability among adults aged >= 65 years",NULL,"%","Crude Prevalence","43.3","43.3",NULL,NULL,"41.7","44.8","Gender","Female",NULL,NULL,NULL,NULL,"POINT (-92.27449074299966 34.74865012400045)",NULL,"05","DIS","DIS1_0","CRDPREV","GENDER","GENF",NULL,NULL,NULL,NULL
2011,2011,"AR","Arkansas","ACS 1-Year Estimates","Disability","Disability among adults aged >= 65 years",NULL,"%","Crude Prevalence","43.4","43.4",NULL,NULL,"41.6","45.3","Gender","Male",NULL,NULL,NULL,NULL,"POINT (-92.27449074299966 34.74865012400045)",NULL,"05","DIS","DIS1_0","CRDPREV","GENDER","GENM",NULL,NULL,NULL,NULL
2011,2011,"AR","Arkansas","ACS 1-Year Estimates","Disability","Disability among adults aged >= 65 years",NULL,"%","Crude Prevalence","42.9","42.9",NULL,NULL,"41.4","44.4","Gender","Female",NULL,NULL,NULL,NULL,"POINT (-92.27449074299966 34.74865012400045)",NULL,"05","DIS","DIS1_0","CRDPREV","GENDER","GENF",NULL,NULL,NULL,NULL
2012,2012,"AR","Arkansas","ACS 1-Year Estimates","Disability","Disability among adults aged >= 65 years",NULL,"%","Crude Prevalence","41.3","41.3",NULL,NULL,"39.8","42.8","Gender","Female",NULL,NULL,NULL,NULL,"POINT (-92.27449074299966 34.74865012400045)",NULL,"05","DIS","DIS1_0","CRDPREV","GENDER","GENF",NULL,NULL,NULL,NULL
2012,2012,"AR","Arkansas","ACS 1-Year Estimates","Disability","Disability among adults aged >= 65 years",NULL,"%","Crude Prevalence","41.6","41.6",NULL,NULL,"40","43.2","Gender","Male",NULL,NULL,NULL,NULL,"POINT (-92.27449074299966 34.74865012400045)",NULL,"05","DIS","DIS1_0","CRDPREV","GENDER","GENM",NULL,NULL,NULL,NULL
2013,2013,"AR","Arkansas","ACS 1-Year Estimates","Disability","Disability among adults aged >= 65 years",NULL,"%","Crude Prevalence","43.2","43.2",NULL,NULL,"41.8","44.5","Gender","Male",NULL,NULL,NULL,NULL,"POINT (-92.27449074299966 34.74865012400045)",NULL,"05","DIS","DIS1_0","CRDPREV","GENDER","GENM",NULL,NULL,NULL,NULL
2013,2013,"AR","Arkansas","ACS 1-Year Estimates","Disability","Disability among adults aged >= 65 years",NULL,"%","Crude Prevalence","41.8","41.8",NULL,NULL,"40.2","43.3","Gender","Female",NULL,NULL,NULL,NULL,"POINT (-92.27449074299966 34.74865012400045)",NULL,"05","DIS","DIS1_0","CRDPREV","GENDER","GENF",NULL,NULL,NULL,NULL
2014,2014,"AR","Arkansas","ACS 1-Year Estimates","Disability","Disability among adults aged >= 65 years",NULL,"%","Crude Prevalence","44.0","44",NULL,NULL,"42.3","45.7","Gender","Male",NULL,NULL,NULL,NULL,"POINT (-92.27449074299966 34.74865012400045)",NULL,"05","DIS","DIS1_0","CRDPREV","GENDER","GENM",NULL,NULL,NULL,NULL
2014,2014,"AR","Arkansas","ACS 1-Year Estimates","Disability","Disability among adults aged >= 65 years",NULL,"%","Crude Prevalence","41.4","41.4",NULL,NULL,"40.1","42.8","Gender","Female",NULL,NULL,NULL,NULL,"POINT (-92.27449074299966 34.74865012400045)",NULL,"05","DIS","DIS1_0","CRDPREV","GENDER","GENF",NULL,NULL,NULL,NULL
2015,2015,"AR","Arkansas","ACS 1-Year Estimates","Disability","Disability among adults aged >= 65 years",NULL,"%","Crude Prevalence","42.2","42.2",NULL,NULL,"40.9","43.6","Gender","Female",NULL,NULL,NULL,NULL,"POINT (-92.27449074299966 34.74865012400045)",NULL,"05","DIS","DIS1_0","CRDPREV","GENDER","GENF",NULL,NULL,NULL,NULL
2015,2015,"AR","Arkansas","ACS 1-Year Estimates","Disability","Disability among adults aged >= 65 years",NULL,"%","Crude Prevalence","42.4","42.4",NULL,NULL,"40.8","44","Gender","Male",NULL,NULL,NULL,NULL,"POINT (-92.27449074299966 34.74865012400045)",NULL,"05","DIS","DIS1_0","CRDPREV","GENDER","GENM",NULL,NULL,NULL,NULL
2016,2016,"AR","Arkansas","ACS 1-Year Estimates","Disability","Disability among adults aged >= 65 years",NULL,"%","Crude Prevalence","40.6","40.6",NULL,NULL,"39","42.2","Gender","Male",NULL,NULL,NULL,NULL,"POINT (-92.27449074299966 34.74865012400045)",NULL,"05","DIS","DIS1_0","CRDPREV","GENDER","GENM",NULL,NULL,NULL,NULL
2016,2016,"AR","Arkansas","ACS 1-Year Estimates","Disability","Disability among adults aged >= 65 years",NULL,"%","Crude Prevalence","40.1","40.1",NULL,NULL,"38.6","41.7","Gender","Female",NULL,NULL,NULL,NULL,"POINT (-92.27449074299966 34.74865012400045)",NULL,"05","DIS","DIS1_0","CRDPREV","GENDER","GENF",NULL,NULL,NULL,NULL
2017,2017,"AR","Arkansas","ACS 1-Year Estimates","Disability","Disability among adults aged >= 65 years",NULL,"%","Crude Prevalence","42.1","42.1",NULL,NULL,"40.7","43.6","Gender","Female",NULL,NULL,NULL,NULL,"POINT (-92.27449074299966 34.74865012400045)",NULL,"05","DIS","DIS1_0","CRDPREV","GENDER","GENF",NULL,NULL,NULL,NULL
2017,2017,"AR","Arkansas","ACS 1-Year Estimates","Disability","Disability among adults aged >= 65 years",NULL,"%","Crude Prevalence","41.8","41.8",NULL,NULL,"40.2","43.4","Gender","Male",NULL,NULL,NULL,NULL,"POINT (-92.27449074299966 34.74865012400045)",NULL,"05","DIS","DIS1_0","CRDPREV","GENDER","GENM",NULL,NULL,NULL,NULL
2018,2018,"AR","Arkansas","ACS 1-Year Estimates","Disability","Disability among adults aged >= 65 years",NULL,"%","Crude Prevalence","40.0","40",NULL,NULL,"38.7","41.4","Gender","Female",NULL,NULL,NULL,NULL,"POINT (-92.27449074299966 34.74865012400045)",NULL,"05","DIS","DIS1_0","CRDPREV","GENDER","GENF",NULL,NULL,NULL,NULL
2018,2018,"AR","Arkansas","ACS 1-Year Estimates","Disability","Disability among adults aged >= 65 years",NULL,"%","Crude Prevalence","44.0","44",NULL,NULL,"42.4","45.7","Gender","Male",NULL,NULL,NULL,NULL,"POINT (-92.27449074299966 34.74865012400045)",NULL,"05","DIS","DIS1_0","CRDPREV","GENDER","GENM",NULL,NULL,NULL,NULL
2019,2019,"AR","Arkansas","ACS 1-Year Estimates","Disability","Disability among adults aged >= 65 years",NULL,"%","Crude Prevalence","42.8","42.8",NULL,NULL,"40.5","45.1","Gender","Male",NULL,NULL,NULL,NULL,"POINT (-92.27449074299966 34.74865012400045)",NULL,"05","DIS","DIS1_0","CRDPREV","GENDER","GENM",NULL,NULL,NULL,NULL
2019,2019,"AR","Arkansas","ACS 1-Year Estimates","Disability","Disability among adults aged >= 65 years",NULL,"%","Crude Prevalence","40.0","40",NULL,NULL,"37.8","42.2","Gender","Female",NULL,NULL,NULL,NULL,"POINT (-92.27449074299966 34.74865012400045)",NULL,"05","DIS","DIS1_0","CRDPREV","GENDER","GENF",NULL,NULL,NULL,NULL
2010,2010,"AZ","Arizona","ACS 1-Year Estimates","Disability","Disability among adults aged >= 65 years",NULL,"%","Crude Prevalence","33.7","33.7",NULL,NULL,"32.6","34.7","Gender","Female",NULL,NULL,NULL,NULL,"POINT (-111.76381127699972 34.865970280000454)",NULL,"04","DIS","DIS1_0","CRDPREV","GENDER","GENF",NULL,NULL,NULL,NULL
2010,2010,"AZ","Arizona","ACS 1-Year Estimates","Disability","Disability among adults aged >= 65 years",NULL,"%","Crude Prevalence","31.7","31.7",NULL,NULL,"30.7","32.7","Gender","Male",NULL,NULL,NULL,NULL,"POINT (-111.76381127699972 34.865970280000454)",NULL,"04","DIS","DIS1_0","CRDPREV","GENDER","GENM",NULL,NULL,NULL,NULL
2011,2011,"AZ","Arizona","ACS 1-Year Estimates","Disability","Disability among adults aged >= 65 years",NULL,"%","Crude Prevalence","33.3","33.3",NULL,NULL,"32","34.5","Gender","Female",NULL,NULL,NULL,NULL,"POINT (-111.76381127699972 34.865970280000454)",NULL,"04","DIS","DIS1_0","CRDPREV","GENDER","GENF",NULL,NULL,NULL,NULL
2011,2011,"AZ","Arizona","ACS 1-Year Estimates","Disability","Disability among adults aged >= 65 years",NULL,"%","Crude Prevalence","32.8","32.8",NULL,NULL,"31.5","34.2","Gender","Male",NULL,NULL,NULL,NULL,"POINT (-111.76381127699972 34.865970280000454)",NULL,"04","DIS","DIS1_0","CRDPREV","GENDER","GENM",NULL,NULL,NULL,NULL
2012,2012,"AZ","Arizona","ACS 1-Year Estimates","Disability","Disability among adults aged >= 65 years",NULL,"%","Crude Prevalence","33.8","33.8",NULL,NULL,"32.8","34.8","Gender","Male",NULL,NULL,NULL,NULL,"POINT (-111.76381127699972 34.865970280000454)",NULL,"04","DIS","DIS1_0","CRDPREV","GENDER","GENM",NULL,NULL,NULL,NULL
2012,2012,"AZ","Arizona","ACS 1-Year Estimates","Disability","Disability among adults aged >= 65 years",NULL,"%","Crude Prevalence","33.7","33.7",NULL,NULL,"32.8","34.7","Gender","Female",NULL,NULL,NULL,NULL,"POINT (-111.76381127699972 34.865970280000454)",NULL,"04","DIS","DIS1_0","CRDPREV","GENDER","GENF",NULL,NULL,NULL,NULL
2013,2013,"AZ","Arizona","ACS 1-Year Estimates","Disability","Disability among adults aged >= 65 years",NULL,"%","Crude Prevalence","34.4","34.4",NULL,NULL,"33.2","35.6","Gender","Male",NULL,NULL,NULL,NULL,"POINT (-111.76381127699972 34.865970280000454)",NULL,"04","DIS","DIS1_0","CRDPREV","GENDER","GENM",NULL,NULL,NULL,NULL
2013,2013,"AZ","Arizona","ACS 1-Year Estimates","Disability","Disability among adults aged >= 65 years",NULL,"%","Crude Prevalence","34.7","34.7",NULL,NULL,"33.7","35.7","Gender","Female",NULL,NULL,NULL,NULL,"POINT (-111.76381127699972 34.865970280000454)",NULL,"04","DIS","DIS1_0","CRDPREV","GENDER","GENF",NULL,NULL,NULL,NULL
2014,2014,"AZ","Arizona","ACS 1-Year Estimates","Disability","Disability among adults aged >= 65 years",NULL,"%","Crude Prevalence","35.7","35.7",NULL,NULL,"34.7","36.8","Gender","Male",NULL,NULL,NULL,NULL,"POINT (-111.76381127699972 34.865970280000454)",NULL,"04","DIS","DIS1_0","CRDPREV","GENDER","GENM",NULL,NULL,NULL,NULL
2014,2014,"AZ","Arizona","ACS 1-Year Estimates","Disability","Disability among adults aged >= 65 years",NULL,"%","Crude Prevalence","34.4","34.4",NULL,NULL,"33.4","35.3","Gender","Female",NULL,NULL,NULL,NULL,"POINT (-111.76381127699972 34.865970280000454)",NULL,"04","DIS","DIS1_0","CRDPREV","GENDER","GENF",NULL,NULL,NULL,NULL
2015,2015,"AZ","Arizona","ACS 1-Year Estimates","Disability","Disability among adults aged >= 65 years",NULL,"%","Crude Prevalence","34.7","34.7",NULL,NULL,"33.9","35.6","Gender","Female",NULL,NULL,NULL,NULL,"POINT (-111.76381127699972 34.865970280000454)",NULL,"04","DIS","DIS1_0","CRDPREV","GENDER","GENF",NULL,NULL,NULL,NULL
2015,2015,"AZ","Arizona","ACS 1-Year Estimates","Disability","Disability among adults aged >= 65 years",NULL,"%","Crude Prevalence","35.2","35.2",NULL,NULL,"34.1","36.2","Gender","Male",NULL,NULL,NULL,NULL,"POINT (-111.76381127699972 34.865970280000454)",NULL,"04","DIS","DIS1_0","CRDPREV","GENDER","GENM",NULL,NULL,NULL,NULL
2016,2016,"AZ","Arizona","ACS 1-Year Estimates","Disability","Disability among adults aged >= 65 years",NULL,"%","Crude Prevalence","33.6","33.6",NULL,NULL,"32.7","34.4","Gender","Female",NULL,NULL,NULL,NULL,"POINT (-111.76381127699972 34.865970280000454)",NULL,"04","DIS","DIS1_0","CRDPREV","GENDER","GENF",NULL,NULL,NULL,NULL
